,suicide_country,suicide_year,sex,age,suicides_no,population,suicides/100k pop,gdp_for_year ($),gdp_per_capita ($),Generation,WHR2018Chapter2OnlineData_country,WHR2018Chapter2OnlineData_year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,GINI index (World Bank estimate).1
3568,Kazakhstan,2006,female,15-24 years,181,1486771,12.17,81003884545,5770,Millenials,Kazakhstan,2006,5.475948334,9.772315025,0.87208885,58.37733078,0.730545938,-0.287754983,0.8649824859999999,0.668787658,0.185065165,0.733144045,-0.490703702,-0.6994437579999999,1.841373086,0.336265594,0.295066667
3569,Kazakhstan,2006,female,55-74 years,106,1047352,10.12,81003884545,5770,Silent,Kazakhstan,2006,5.475948334,9.772315025,0.87208885,58.37733078,0.730545938,-0.287754983,0.8649824859999999,0.668787658,0.185065165,0.733144045,-0.490703702,-0.6994437579999999,1.841373086,0.336265594,0.295066667
3570,Kazakhstan,2006,female,25-34 years,121,1202659,10.06,81003884545,5770,Generation X,Kazakhstan,2006,5.475948334,9.772315025,0.87208885,58.37733078,0.730545938,-0.287754983,0.8649824859999999,0.668787658,0.185065165,0.733144045,-0.490703702,-0.6994437579999999,1.841373086,0.336265594,0.295066667
3571,Kazakhstan,2006,female,35-54 years,190,2121510,8.96,81003884545,5770,Boomers,Kazakhstan,2006,5.475948334,9.772315025,0.87208885,58.37733078,0.730545938,-0.287754983,0.8649824859999999,0.668787658,0.185065165,0.733144045,-0.490703702,-0.6994437579999999,1.841373086,0.336265594,0.295066667
3572,Kazakhstan,2006,male,5-14 years,68,1234397,5.51,81003884545,5770,Millenials,Kazakhstan,2006,5.475948334,9.772315025,0.87208885,58.37733078,0.730545938,-0.287754983,0.8649824859999999,0.668787658,0.185065165,0.733144045,-0.490703702,-0.6994437579999999,1.841373086,0.336265594,0.295066667
3573,Kazakhstan,2006,female,5-14 years,24,1181324,2.03,81003884545,5770,Millenials,Kazakhstan,2006,5.475948334,9.772315025,0.87208885,58.37733078,0.730545938,-0.287754983,0.8649824859999999,0.668787658,0.185065165,0.733144045,-0.490703702,-0.6994437579999999,1.841373086,0.336265594,0.295066667
3574,Kazakhstan,2007,male,25-34 years,919,1208359,76.05,1.05E+11,7423,Generation X,Kazakhstan,2007,5.718553543,9.846136093,0.860892773,58.68077469,0.8062996859999999,-0.25977364199999997,0.865183055,0.651070774,0.178508401,0.7111586329999999,-0.258080393,-0.7248695490000001,1.7574237590000001,0.30731964100000003,0.295066667
3575,Kazakhstan,2007,male,75+ years,77,116899,65.87,1.05E+11,7423,Silent,Kazakhstan,2007,5.718553543,9.846136093,0.860892773,58.68077469,0.8062996859999999,-0.25977364199999997,0.865183055,0.651070774,0.178508401,0.7111586329999999,-0.258080393,-0.7248695490000001,1.7574237590000001,0.30731964100000003,0.295066667
3576,Kazakhstan,2007,male,35-54 years,1275,1935835,65.86,1.05E+11,7423,Boomers,Kazakhstan,2007,5.718553543,9.846136093,0.860892773,58.68077469,0.8062996859999999,-0.25977364199999997,0.865183055,0.651070774,0.178508401,0.7111586329999999,-0.258080393,-0.7248695490000001,1.7574237590000001,0.30731964100000003,0.295066667
3577,Kazakhstan,2007,male,55-74 years,412,747545,55.11,1.05E+11,7423,Silent,Kazakhstan,2007,5.718553543,9.846136093,0.860892773,58.68077469,0.8062996859999999,-0.25977364199999997,0.865183055,0.651070774,0.178508401,0.7111586329999999,-0.258080393,-0.7248695490000001,1.7574237590000001,0.30731964100000003,0.295066667
3578,Kazakhstan,2007,male,15-24 years,648,1542361,42.01,1.05E+11,7423,Millenials,Kazakhstan,2007,5.718553543,9.846136093,0.860892773,58.68077469,0.8062996859999999,-0.25977364199999997,0.865183055,0.651070774,0.178508401,0.7111586329999999,-0.258080393,-0.7248695490000001,1.7574237590000001,0.30731964100000003,0.295066667
3579,Kazakhstan,2007,female,75+ years,50,281627,17.75,1.05E+11,7423,Silent,Kazakhstan,2007,5.718553543,9.846136093,0.860892773,58.68077469,0.8062996859999999,-0.25977364199999997,0.865183055,0.651070774,0.178508401,0.7111586329999999,-0.258080393,-0.7248695490000001,1.7574237590000001,0.30731964100000003,0.295066667
3580,Kazakhstan,2007,female,15-24 years,203,1498711,13.54,1.05E+11,7423,Millenials,Kazakhstan,2007,5.718553543,9.846136093,0.860892773,58.68077469,0.8062996859999999,-0.25977364199999997,0.865183055,0.651070774,0.178508401,0.7111586329999999,-0.258080393,-0.7248695490000001,1.7574237590000001,0.30731964100000003,0.295066667
3581,Kazakhstan,2007,female,25-34 years,140,1219565,11.48,1.05E+11,7423,Generation X,Kazakhstan,2007,5.718553543,9.846136093,0.860892773,58.68077469,0.8062996859999999,-0.25977364199999997,0.865183055,0.651070774,0.178508401,0.7111586329999999,-0.258080393,-0.7248695490000001,1.7574237590000001,0.30731964100000003,0.295066667
3582,Kazakhstan,2007,female,35-54 years,210,2144647,9.79,1.05E+11,7423,Boomers,Kazakhstan,2007,5.718553543,9.846136093,0.860892773,58.68077469,0.8062996859999999,-0.25977364199999997,0.865183055,0.651070774,0.178508401,0.7111586329999999,-0.258080393,-0.7248695490000001,1.7574237590000001,0.30731964100000003,0.295066667
3583,Kazakhstan,2007,female,55-74 years,88,1077829,8.16,1.05E+11,7423,Silent,Kazakhstan,2007,5.718553543,9.846136093,0.860892773,58.68077469,0.8062996859999999,-0.25977364199999997,0.865183055,0.651070774,0.178508401,0.7111586329999999,-0.258080393,-0.7248695490000001,1.7574237590000001,0.30731964100000003,0.295066667
3584,Kazakhstan,2007,male,5-14 years,89,1202402,7.4,1.05E+11,7423,Generation Z,Kazakhstan,2007,5.718553543,9.846136093,0.860892773,58.68077469,0.8062996859999999,-0.25977364199999997,0.865183055,0.651070774,0.178508401,0.7111586329999999,-0.258080393,-0.7248695490000001,1.7574237590000001,0.30731964100000003,0.295066667
3585,Kazakhstan,2007,female,5-14 years,30,1149826,2.61,1.05E+11,7423,Generation Z,Kazakhstan,2007,5.718553543,9.846136093,0.860892773,58.68077469,0.8062996859999999,-0.25977364199999997,0.865183055,0.651070774,0.178508401,0.7111586329999999,-0.258080393,-0.7248695490000001,1.7574237590000001,0.30731964100000003,0.295066667
3586,Kazakhstan,2008,male,75+ years,86,116815,73.62,1.33E+11,9387,Silent,Kazakhstan,2008,5.886419772999999,9.866419792,0.839467227,59.13701629999999,0.72658366,-0.23515515,0.899163663,0.675005436,0.15972586,0.686738968,-0.23416277800000002,-0.651117742,1.874663949,0.31847268300000003,0.295066667
3587,Kazakhstan,2008,male,25-34 years,860,1232084,69.8,1.33E+11,9387,Generation X,Kazakhstan,2008,5.886419772999999,9.866419792,0.839467227,59.13701629999999,0.72658366,-0.23515515,0.899163663,0.675005436,0.15972586,0.686738968,-0.23416277800000002,-0.651117742,1.874663949,0.31847268300000003,0.295066667
3588,Kazakhstan,2008,male,35-54 years,1178,1954893,60.26,1.33E+11,9387,Boomers,Kazakhstan,2008,5.886419772999999,9.866419792,0.839467227,59.13701629999999,0.72658366,-0.23515515,0.899163663,0.675005436,0.15972586,0.686738968,-0.23416277800000002,-0.651117742,1.874663949,0.31847268300000003,0.295066667
3589,Kazakhstan,2008,male,55-74 years,383,766809,49.95,1.33E+11,9387,Silent,Kazakhstan,2008,5.886419772999999,9.866419792,0.839467227,59.13701629999999,0.72658366,-0.23515515,0.899163663,0.675005436,0.15972586,0.686738968,-0.23416277800000002,-0.651117742,1.874663949,0.31847268300000003,0.295066667
3590,Kazakhstan,2008,male,15-24 years,657,1540282,42.65,1.33E+11,9387,Millenials,Kazakhstan,2008,5.886419772999999,9.866419792,0.839467227,59.13701629999999,0.72658366,-0.23515515,0.899163663,0.675005436,0.15972586,0.686738968,-0.23416277800000002,-0.651117742,1.874663949,0.31847268300000003,0.295066667
3591,Kazakhstan,2008,female,75+ years,47,280166,16.78,1.33E+11,9387,Silent,Kazakhstan,2008,5.886419772999999,9.866419792,0.839467227,59.13701629999999,0.72658366,-0.23515515,0.899163663,0.675005436,0.15972586,0.686738968,-0.23416277800000002,-0.651117742,1.874663949,0.31847268300000003,0.295066667
3592,Kazakhstan,2008,female,15-24 years,239,1496633,15.97,1.33E+11,9387,Millenials,Kazakhstan,2008,5.886419772999999,9.866419792,0.839467227,59.13701629999999,0.72658366,-0.23515515,0.899163663,0.675005436,0.15972586,0.686738968,-0.23416277800000002,-0.651117742,1.874663949,0.31847268300000003,0.295066667
3593,Kazakhstan,2008,female,25-34 years,152,1240283,12.26,1.33E+11,9387,Generation X,Kazakhstan,2008,5.886419772999999,9.866419792,0.839467227,59.13701629999999,0.72658366,-0.23515515,0.899163663,0.675005436,0.15972586,0.686738968,-0.23416277800000002,-0.651117742,1.874663949,0.31847268300000003,0.295066667
3594,Kazakhstan,2008,female,35-54 years,217,2165507,10.02,1.33E+11,9387,Boomers,Kazakhstan,2008,5.886419772999999,9.866419792,0.839467227,59.13701629999999,0.72658366,-0.23515515,0.899163663,0.675005436,0.15972586,0.686738968,-0.23416277800000002,-0.651117742,1.874663949,0.31847268300000003,0.295066667
3595,Kazakhstan,2008,female,55-74 years,93,1110519,8.37,1.33E+11,9387,Silent,Kazakhstan,2008,5.886419772999999,9.866419792,0.839467227,59.13701629999999,0.72658366,-0.23515515,0.899163663,0.675005436,0.15972586,0.686738968,-0.23416277800000002,-0.651117742,1.874663949,0.31847268300000003,0.295066667
3596,Kazakhstan,2008,male,5-14 years,66,1182019,5.58,1.33E+11,9387,Generation Z,Kazakhstan,2008,5.886419772999999,9.866419792,0.839467227,59.13701629999999,0.72658366,-0.23515515,0.899163663,0.675005436,0.15972586,0.686738968,-0.23416277800000002,-0.651117742,1.874663949,0.31847268300000003,0.295066667
3597,Kazakhstan,2008,female,5-14 years,19,1130043,1.68,1.33E+11,9387,Generation Z,Kazakhstan,2008,5.886419772999999,9.866419792,0.839467227,59.13701629999999,0.72658366,-0.23515515,0.899163663,0.675005436,0.15972586,0.686738968,-0.23416277800000002,-0.651117742,1.874663949,0.31847268300000003,0.295066667
3598,Kazakhstan,2009,male,25-34 years,848,1263819,67.1,1.15E+11,8024,Generation X,Kazakhstan,2009,5.382563114,9.851985931,0.8929978009999999,60.37876511,0.8564482929999999,-0.263717413,0.8445684309999999,0.6785263420000001,0.12859997199999998,0.7110236879999999,-0.149349898,-0.572236419,1.732009888,0.321781635,0.295066667
3599,Kazakhstan,2009,male,35-54 years,1181,1980466,59.63,1.15E+11,8024,Boomers,Kazakhstan,2009,5.382563114,9.851985931,0.8929978009999999,60.37876511,0.8564482929999999,-0.263717413,0.8445684309999999,0.6785263420000001,0.12859997199999998,0.7110236879999999,-0.149349898,-0.572236419,1.732009888,0.321781635,0.295066667
3600,Kazakhstan,2009,male,75+ years,60,116533,51.49,1.15E+11,8024,Silent,Kazakhstan,2009,5.382563114,9.851985931,0.8929978009999999,60.37876511,0.8564482929999999,-0.263717413,0.8445684309999999,0.6785263420000001,0.12859997199999998,0.7110236879999999,-0.149349898,-0.572236419,1.732009888,0.321781635,0.295066667
3601,Kazakhstan,2009,male,55-74 years,380,792505,47.95,1.15E+11,8024,Silent,Kazakhstan,2009,5.382563114,9.851985931,0.8929978009999999,60.37876511,0.8564482929999999,-0.263717413,0.8445684309999999,0.6785263420000001,0.12859997199999998,0.7110236879999999,-0.149349898,-0.572236419,1.732009888,0.321781635,0.295066667
3602,Kazakhstan,2009,male,15-24 years,608,1533027,39.66,1.15E+11,8024,Millenials,Kazakhstan,2009,5.382563114,9.851985931,0.8929978009999999,60.37876511,0.8564482929999999,-0.263717413,0.8445684309999999,0.6785263420000001,0.12859997199999998,0.7110236879999999,-0.149349898,-0.572236419,1.732009888,0.321781635,0.295066667
3603,Kazakhstan,2009,female,75+ years,42,277759,15.12,1.15E+11,8024,Silent,Kazakhstan,2009,5.382563114,9.851985931,0.8929978009999999,60.37876511,0.8564482929999999,-0.263717413,0.8445684309999999,0.6785263420000001,0.12859997199999998,0.7110236879999999,-0.149349898,-0.572236419,1.732009888,0.321781635,0.295066667
3604,Kazakhstan,2009,female,15-24 years,214,1488994,14.37,1.15E+11,8024,Millenials,Kazakhstan,2009,5.382563114,9.851985931,0.8929978009999999,60.37876511,0.8564482929999999,-0.263717413,0.8445684309999999,0.6785263420000001,0.12859997199999998,0.7110236879999999,-0.149349898,-0.572236419,1.732009888,0.321781635,0.295066667
3605,Kazakhstan,2009,female,25-34 years,145,1269302,11.42,1.15E+11,8024,Generation X,Kazakhstan,2009,5.382563114,9.851985931,0.8929978009999999,60.37876511,0.8564482929999999,-0.263717413,0.8445684309999999,0.6785263420000001,0.12859997199999998,0.7110236879999999,-0.149349898,-0.572236419,1.732009888,0.321781635,0.295066667
3606,Kazakhstan,2009,female,35-54 years,192,2191360,8.76,1.15E+11,8024,Boomers,Kazakhstan,2009,5.382563114,9.851985931,0.8929978009999999,60.37876511,0.8564482929999999,-0.263717413,0.8445684309999999,0.6785263420000001,0.12859997199999998,0.7110236879999999,-0.149349898,-0.572236419,1.732009888,0.321781635,0.295066667
3607,Kazakhstan,2009,female,55-74 years,99,1150346,8.61,1.15E+11,8024,Silent,Kazakhstan,2009,5.382563114,9.851985931,0.8929978009999999,60.37876511,0.8564482929999999,-0.263717413,0.8445684309999999,0.6785263420000001,0.12859997199999998,0.7110236879999999,-0.149349898,-0.572236419,1.732009888,0.321781635,0.295066667
3608,Kazakhstan,2009,male,5-14 years,43,1179629,3.65,1.15E+11,8024,Generation Z,Kazakhstan,2009,5.382563114,9.851985931,0.8929978009999999,60.37876511,0.8564482929999999,-0.263717413,0.8445684309999999,0.6785263420000001,0.12859997199999998,0.7110236879999999,-0.149349898,-0.572236419,1.732009888,0.321781635,0.295066667
3609,Kazakhstan,2009,female,5-14 years,26,1126895,2.31,1.15E+11,8024,Generation Z,Kazakhstan,2009,5.382563114,9.851985931,0.8929978009999999,60.37876511,0.8564482929999999,-0.263717413,0.8445684309999999,0.6785263420000001,0.12859997199999998,0.7110236879999999,-0.149349898,-0.572236419,1.732009888,0.321781635,0.295066667
3610,Kazakhstan,2010,male,75+ years,72,113390,63.5,1.48E+11,10062,Silent,Kazakhstan,2010,5.514286518,9.908321381,0.90378648,60.260616299999995,0.784851849,-0.2296893,0.82270366,0.691866517,0.148950696,0.706021845,-0.304625303,-0.594972014,1.839565039,0.33359983600000004,0.295066667
3611,Kazakhstan,2010,male,25-34 years,808,1310211,61.67,1.48E+11,10062,Generation X,Kazakhstan,2010,5.514286518,9.908321381,0.90378648,60.260616299999995,0.784851849,-0.2296893,0.82270366,0.691866517,0.148950696,0.706021845,-0.304625303,-0.594972014,1.839565039,0.33359983600000004,0.295066667
3612,Kazakhstan,2010,male,35-54 years,1118,2037599,54.87,1.48E+11,10062,Generation X,Kazakhstan,2010,5.514286518,9.908321381,0.90378648,60.260616299999995,0.784851849,-0.2296893,0.82270366,0.691866517,0.148950696,0.706021845,-0.304625303,-0.594972014,1.839565039,0.33359983600000004,0.295066667
3613,Kazakhstan,2010,male,55-74 years,389,810461,48.0,1.48E+11,10062,Silent,Kazakhstan,2010,5.514286518,9.908321381,0.90378648,60.260616299999995,0.784851849,-0.2296893,0.82270366,0.691866517,0.148950696,0.706021845,-0.304625303,-0.594972014,1.839565039,0.33359983600000004,0.295066667
3614,Kazakhstan,2010,male,15-24 years,528,1555580,33.94,1.48E+11,10062,Millenials,Kazakhstan,2010,5.514286518,9.908321381,0.90378648,60.260616299999995,0.784851849,-0.2296893,0.82270366,0.691866517,0.148950696,0.706021845,-0.304625303,-0.594972014,1.839565039,0.33359983600000004,0.295066667
3615,Kazakhstan,2010,female,75+ years,39,263531,14.8,1.48E+11,10062,Silent,Kazakhstan,2010,5.514286518,9.908321381,0.90378648,60.260616299999995,0.784851849,-0.2296893,0.82270366,0.691866517,0.148950696,0.706021845,-0.304625303,-0.594972014,1.839565039,0.33359983600000004,0.295066667
3616,Kazakhstan,2010,female,15-24 years,193,1549811,12.45,1.48E+11,10062,Millenials,Kazakhstan,2010,5.514286518,9.908321381,0.90378648,60.260616299999995,0.784851849,-0.2296893,0.82270366,0.691866517,0.148950696,0.706021845,-0.304625303,-0.594972014,1.839565039,0.33359983600000004,0.295066667
3617,Kazakhstan,2010,female,25-34 years,140,1332552,10.51,1.48E+11,10062,Generation X,Kazakhstan,2010,5.514286518,9.908321381,0.90378648,60.260616299999995,0.784851849,-0.2296893,0.82270366,0.691866517,0.148950696,0.706021845,-0.304625303,-0.594972014,1.839565039,0.33359983600000004,0.295066667
3618,Kazakhstan,2010,female,55-74 years,88,1144484,7.69,1.48E+11,10062,Silent,Kazakhstan,2010,5.514286518,9.908321381,0.90378648,60.260616299999995,0.784851849,-0.2296893,0.82270366,0.691866517,0.148950696,0.706021845,-0.304625303,-0.594972014,1.839565039,0.33359983600000004,0.295066667
3619,Kazakhstan,2010,female,35-54 years,160,2227790,7.18,1.48E+11,10062,Generation X,Kazakhstan,2010,5.514286518,9.908321381,0.90378648,60.260616299999995,0.784851849,-0.2296893,0.82270366,0.691866517,0.148950696,0.706021845,-0.304625303,-0.594972014,1.839565039,0.33359983600000004,0.295066667
3620,Kazakhstan,2010,male,5-14 years,49,1212500,4.04,1.48E+11,10062,Generation Z,Kazakhstan,2010,5.514286518,9.908321381,0.90378648,60.260616299999995,0.784851849,-0.2296893,0.82270366,0.691866517,0.148950696,0.706021845,-0.304625303,-0.594972014,1.839565039,0.33359983600000004,0.295066667
3621,Kazakhstan,2010,female,5-14 years,25,1155258,2.16,1.48E+11,10062,Generation Z,Kazakhstan,2010,5.514286518,9.908321381,0.90378648,60.260616299999995,0.784851849,-0.2296893,0.82270366,0.691866517,0.148950696,0.706021845,-0.304625303,-0.594972014,1.839565039,0.33359983600000004,0.295066667
3622,Kazakhstan,2011,male,25-34 years,778,1344771,57.85,1.93E+11,12969,Millenials,Kazakhstan,2011,5.735662937000001,9.965415001,0.904971361,60.86470795,0.877888083,-0.25032898800000003,0.801724195,0.695143759,0.154433981,0.716494739,-0.7299700379999999,-0.554897785,1.8049585819999998,0.31469050000000004,0.295066667
3623,Kazakhstan,2011,male,75+ years,64,119954,53.35,1.93E+11,12969,Silent,Kazakhstan,2011,5.735662937000001,9.965415001,0.904971361,60.86470795,0.877888083,-0.25032898800000003,0.801724195,0.695143759,0.154433981,0.716494739,-0.7299700379999999,-0.554897785,1.8049585819999998,0.31469050000000004,0.295066667
3624,Kazakhstan,2011,male,35-54 years,1062,2062451,51.49,1.93E+11,12969,Generation X,Kazakhstan,2011,5.735662937000001,9.965415001,0.904971361,60.86470795,0.877888083,-0.25032898800000003,0.801724195,0.695143759,0.154433981,0.716494739,-0.7299700379999999,-0.554897785,1.8049585819999998,0.31469050000000004,0.295066667
3625,Kazakhstan,2011,male,55-74 years,358,831202,43.07,1.93E+11,12969,Boomers,Kazakhstan,2011,5.735662937000001,9.965415001,0.904971361,60.86470795,0.877888083,-0.25032898800000003,0.801724195,0.695143759,0.154433981,0.716494739,-0.7299700379999999,-0.554897785,1.8049585819999998,0.31469050000000004,0.295066667
3626,Kazakhstan,2011,male,15-24 years,493,1526023,32.31,1.93E+11,12969,Millenials,Kazakhstan,2011,5.735662937000001,9.965415001,0.904971361,60.86470795,0.877888083,-0.25032898800000003,0.801724195,0.695143759,0.154433981,0.716494739,-0.7299700379999999,-0.554897785,1.8049585819999998,0.31469050000000004,0.295066667
3627,Kazakhstan,2011,female,75+ years,44,273217,16.1,1.93E+11,12969,Silent,Kazakhstan,2011,5.735662937000001,9.965415001,0.904971361,60.86470795,0.877888083,-0.25032898800000003,0.801724195,0.695143759,0.154433981,0.716494739,-0.7299700379999999,-0.554897785,1.8049585819999998,0.31469050000000004,0.295066667
3628,Kazakhstan,2011,female,15-24 years,171,1514356,11.29,1.93E+11,12969,Millenials,Kazakhstan,2011,5.735662937000001,9.965415001,0.904971361,60.86470795,0.877888083,-0.25032898800000003,0.801724195,0.695143759,0.154433981,0.716494739,-0.7299700379999999,-0.554897785,1.8049585819999998,0.31469050000000004,0.295066667
3629,Kazakhstan,2011,female,25-34 years,128,1367342,9.36,1.93E+11,12969,Millenials,Kazakhstan,2011,5.735662937000001,9.965415001,0.904971361,60.86470795,0.877888083,-0.25032898800000003,0.801724195,0.695143759,0.154433981,0.716494739,-0.7299700379999999,-0.554897785,1.8049585819999998,0.31469050000000004,0.295066667
